Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
US,36.05931946,-89.41542855,4392,70,0,4184,11448.1014,1.645510108
US,35.19615831,-89.41399032,3509,48,0,3273,8073.80935,1.445347787
US,36.38128818,-84.92870012,1993,29,0,1851,10149.54381,1.542553191
US,35.15634626,-86.09201039,3678,48,0,3501,8408.358605,1.35249366
US,35.99438059,-88.93358327,5101,92,0,4942,10243.62445,1.808066759
US,35.20222469,-87.03992678,2777,61,0,2610,9061.906055,2.247191011
US,36.27469206,-83.51254721,1845,26,0,1742,7581.475129,1.470588235
US,36.17470125,-82.84691273,5673,93,0,5425,7987.664509,1.667572956
US,35.38433717,-85.72142731,1262,19,0,1174,8885.082297,1.592623638
US,36.21990035,-83.26586179,5968,89,0,5776,9027.628053,1.467076083
US,35.17670231,-85.16652245,29010,274,0,28271,7760.655132,0.956418161
US,36.52692871,-83.22375847,358,5,0,319,4894.259819,1.543209877
US,35.20772017,-88.99161161,2865,41,0,2789,11297.40519,1.448763251
US,35.19732531,-88.18593755,2744,35,0,2595,10252.61188,1.330798479
US,36.44355426,-82.94885298,3746,56,0,3575,6394.181664,1.542274855
US,35.58332824,-89.28536625,2242,36,0,2133,12534.67406,1.659751037
US,35.65581134,-88.38600175,3034,44,0,2901,10474.09041,1.494057725
US,36.33160906,-88.30121797,2395,38,0,2273,7144.844644,1.644309823
US,35.80609681,-87.47643507,2069,26,0,1903,7661.450473,1.347848626
US,36.28872054,-87.71878828,835,22,0,775,9718.327033,2.760351317
US,36.03958805,-87.77992872,1219,12,0,1155,6280.27123,1.028277635
US,36.36380466,-85.67239905,1065,19,0,929,8043.441371,2.004219409
US,36.04818632,-83.45148924,4052,64,0,3799,7085.053675,1.605801606
US,36.4552395,-81.84886538,1782,28,0,1746,9973.015516,1.578354002
US,35.99508821,-83.94635435,34098,299,0,32355,6942.610559,0.909592062
US,36.3418017,-89.48921915,1443,13,0,1395,20068.41505,0.923295455
US,35.75893438,-89.6301591,2644,28,0,2599,10248.50778,1.065854587
US,35.21675201,-87.39787695,4480,58,0,4358,10004.07775,1.313405797
US,35.52853208,-87.49022694,1187,19,0,1132,9382.132377,1.650738488
US,35.13738622,-86.58910106,3342,34,0,3265,9599.60426,1.030615338
US,35.73939663,-84.31145275,4188,39,0,4173,7786.491085,0.878859857
US,36.53157855,-86.00778595,2751,45,0,2543,10519.46996,1.738794436
US,35.61181957,-88.84076036,8236,153,0,7883,8200.318419,1.891723709
US,35.12997174,-85.62265895,2139,26,0,1834,6434.427647,1.397849462
US,35.45798777,-86.76420988,2937,30,0,2833,8328.727273,1.047851904
US,35.6187413,-87.07462444,9451,104,0,9144,9594.654881,1.124567474
US,35.42812616,-84.61520715,4546,66,0,4286,8090.121575,1.516544118
US,35.17468549,-88.5647812,2069,38,0,2007,7959.056589,1.858190709
US,35.51558739,-84.81482914,962,16,0,953,7800.67622,1.651186791
US,35.44550387,-84.24902965,3986,56,0,3824,8336.018906,1.443298969
US,36.49609412,-87.38550661,11878,126,0,11385,5507.839976,1.09460516
US,35.27724699,-86.36230578,757,6,0,695,10804.56227,0.855920114
US,36.13248031,-84.64880098,1719,11,0,1523,7167.219549,0.717079531
US,36.35732446,-89.14921589,3767,71,0,3571,12112.14207,1.949478309
US,,,12236,62,0,14162,,0.428882795
US,36.34117832,-85.28989535,2362,41,0,2142,9815.206151,1.878149336
US,35.63708728,-87.86139634,871,23,0,832,10586.92422,2.69005848
US,36.55606529,-85.077633,598,17,0,550,11232.17116,2.998236332
US,35.12245443,-84.52075859,1191,16,0,1158,6974.809886,1.36286201
US,36.14005459,-85.50646123,8812,121,0,8557,10814.38096,1.394330491
US,35.60536161,-84.93076643,3181,48,0,3126,9569.753068,1.512287335
US,35.84923189,-84.52458689,4428,56,0,4269,8101.981941,1.294797688
US,36.52454807,-86.87346725,6865,75,0,6459,9097.238662,1.132710853
US,35.84591405,-86.4107263,29139,244,0,28376,8612.486269,0.845621637
US,36.42325673,-84.50360494,2280,25,0,1971,9035.707812,1.153460381
US,35.36979721,-85.41022136,1124,17,0,1131,7640.09051,1.480836237
US,35.78077323,-83.52244332,9072,73,0,8831,9059.541985,0.786428491
US,35.1864775,-89.89692423,68079,911,0,65659,7102.477042,1.356629909
US,36.25359775,-85.95411046,2079,24,0,2021,10145.35893,1.173594132
US,36.50235092,-87.83920548,914,20,0,863,6438.206343,2.265005663
US,36.51240691,-82.30412917,11057,181,0,10684,6859.575113,1.638740563
US,36.46824103,-86.45917204,16476,207,0,15583,8254.26201,1.304705808
US,35.501942,-89.73694895,5478,54,0,5356,8780.986704,0.979848401
US,36.39026213,-86.16087954,2181,12,0,2147,19133.28607,0.555812876
US,,,7735,90,0,16765,,0.510355469
US,36.10890856,-82.43709629,1456,40,0,1406,8085.891629,2.766251729
US,36.28590426,-83.83651902,1286,17,0,1204,6113.558983,1.392301392
US,35.69864497,-85.45221699,623,6,0,539,9281.33515,1.100917431
US,35.6728299,-85.77969117,4420,43,0,4352,10647.57613,0.978384528
US,36.29472368,-82.4945472,10201,165,0,10058,7901.835749,1.61400763
US,35.23868267,-87.78644456,2488,17,0,2400,14496.49133,0.703351262
US,36.29896232,-88.71990865,3180,43,0,3028,9214.474316,1.400195376
US,35.92929884,-85.45591799,2792,39,0,2698,10009.14244,1.424917793
US,35.89099229,-86.89281867,18520,121,0,17782,7509.269668,0.67586438
US,36.15496772,-86.29775884,12838,128,0,12348,8624.539428,1.025969862
US,31.81534745,-95.65354823,4484,65,0,4749,8338.096475,1.3502285
US,32.30468633,-102.6376548,1135,25,0,1408,7661.053194,1.744591766
US,31.25457347,-94.60901487,4581,149,0,5547,6568.64441,2.615870787
US,28.10556197,-96.9995047,732,23,0,714,3134.83624,3.120759837
US,33.61569967,-98.68754589,586,6,0,556,6570.793873,1.067615658
US,34.96507426,-101.3574874,181,5,0,105,5829.358771,4.545454545
US,28.89333001,-98.52730485,3160,68,0,2870,5743.553653,2.31449966
US,29.88548725,-96.27736949,1108,15,0,1022,3452.983484,1.446480231
US,34.06854817,-102.8299707,805,13,0,706,10271.42857,1.808066759
US,29.74619598,-99.24598147,684,12,0,563,2487.885081,2.086956522
US,30.10370699,-97.31206354,4411,47,0,3765,4296.518377,1.232948583
US,33.61640794,-99.21352901,195,7,0,207,6098.603591,3.271028037
US,28.41761668,-97.74215593,3355,46,0,2632,8223.552894,1.717699776
US,31.03736027,-97.4785025,16313,168,0,13070,3647.59564,1.269073878
US,29.44928723,-98.52019748,120264,1739,0,113946,5773.98962,1.503219951
US,30.26640707,-98.3999852,356,7,0,277,2380.3537,2.464788732
US,32.74363984,-101.4316509,35,0,0,18,2752.293578,0
US,31.89978581,-97.63613524,1075,17,0,788,4308.268665,2.111801242
US,33.44626922,-94.41834132,4648,123,0,3936,4353.048421,3.03030303
US,29.18757369,-95.44563172,22916,242,0,21311,5758.769211,1.122813529
US,30.6636448,-96.30205577,14312,140,0,14386,6337.392184,0.963789068
US,29.81008251,-103.2520326,704,8,0,875,9594.697381,0.906002265
US,34.53026962,-101.2084947,141,2,0,92,6080.206986,2.127659574
US,27.03103197,-98.21808402,629,27,0,573,8459.044128,4.5
US,31.77430356,-98.99907113,3038,59,0,2738,7386.963871,2.109402932
US,30.49273808,-96.62158484,1362,14,0,923,5080.518354,1.494130203
US,30.78801353,-98.181887,2480,27,0,1937,4078.496522,1.374745418
US,29.83668859,-97.61814775,2900,45,0,2390,5576.676438,1.848049281
US,28.47048236,-96.61633945,1270,10,0,1193,5650.54016,0.831255195
US,32.29760619,-99.37326312,792,18,0,783,5744.818188,2.247191011
US,26.14524221,-97.48140372,33445,1183,0,28342,6977.216817,4.00677392
US,32.97195142,-94.97790104,788,25,0,746,5888.193066,3.242542153
US,35.40365929,-101.3542669,566,10,0,286,4994.937563,3.378378378
US,33.07499881,-94.34646905,1280,50,0,1254,4342.902818,3.834355828
US,34.53016752,-102.2617243,1029,15,0,779,10544.48871,1.889168766
US,29.70972016,-94.67154501,1490,11,0,2616,5992.654607,0.418728588
US,31.837258,-95.16559897,2265,77,0,3024,5890.286062,2.483069977
US,34.5293041,-100.2077916,1343,7,0,1216,16739.66603,0.572363042
US,33.78686685,-98.20771198,748,10,0,705,6828.383153,1.398601399
US,33.60425307,-102.8284499,292,10,0,195,7185.418857,4.87804878
US,31.88911733,-100.5297533,320,10,0,383,11603.18866,2.544529262
US,31.76736834,-99.45240766,490,15,0,403,5113.149847,3.588516746
US,33.18820114,-96.57264368,46392,373,0,49020,4773.515796,0.755167736
US,34.96489496,-100.2700111,266,5,0,206,7226.027397,2.369668246
US,29.622098,-96.5273805,1045,15,0,1003,4736.425813,1.473477407
US,29.80811278,-98.27647225,7482,144,0,6095,3994.008028,2.308062189
US,31.94854689,-98.55876441,1069,30,0,983,7429.409608,2.961500494
US,31.32635934,-99.86473038,265,3,0,207,7703.595011,1.428571429
US,33.63979567,-97.21240912,2469,32,0,2269,5577.235378,1.390699696
US,31.39078397,-97.79936155,5115,32,0,3564,4734.631539,0.889877642
US,34.07783319,-100.2785062,149,5,0,147,10872.67525,3.289473684
US,31.43052248,-102.5143314,378,9,0,503,10673.3375,1.7578125
US,30.72367027,-101.4134238,376,10,0,510,15011.54734,1.923076923
US,33.61431553,-101.3000364,649,20,0,331,6118.180234,5.698005698
US,31.44506775,-104.5185739,259,4,0,281,13127.59097,1.403508772
US,36.27787176,-102.6020725,850,19,0,443,6340.057637,4.112554113
US,32.76670599,-96.7779605,169647,2033,0,191285,7335.110088,1.05163513
US,32.74255572,-101.9477242,1074,49,0,1380,11227.21559,3.428971309
US,29.08101855,-97.3568117,3496,48,0,1398,7172.619048,3.319502075
US,34.96522957,-102.6054267,2158,56,0,2258,12477.08401,2.420051858
US,33.38570922,-95.66921122,786,3,0,148,2832.489214,1.986754967
US,33.20521901,-97.11691153,35827,352,0,38830,4416.331251,0.898371701
US,33.61616822,-100.7788855,171,7,0,123,5879.692447,5.384615385
US,28.42270064,-99.75645095,723,13,0,613,6183.326748,2.076677316
US,34.96517499,-100.8140093,360,7,0,261,8175.716901,2.611940299
US,27.68184592,-98.50864568,917,28,0,856,7923.276867,3.167420814
US,32.32743996,-98.83243566,804,16,0,812,4509.803922,1.93236715
US,31.86898877,-102.5429428,11370,224,0,11319,6944.285689,1.940570042
US,29.98202582,-100.304252,198,2,0,181,9472.049689,1.092896175
US,31.76980765,-106.2363275,78625,1700,0,97206,11785.21468,1.718803713
US,32.34894117,-96.79371841,12983,175,0,13086,7174.856351,1.319659151
US,32.23602653,-98.21773417,2776,30,0,2996,7086.982997,0.991407799
US,31.25350609,-96.93630086,1456,17,0,1182,6931.837891,1.417848207
US,33.59564294,-96.10751083,2010,53,0,1828,5296.502788,2.817650186
US,29.87788372,-96.92076062,1365,35,0,1263,5121.123649,2.696456086
US,32.74281316,-100.4019302,245,9,0,212,5770.234987,4.07239819
US,34.07227468,-101.3031546,785,23,0,540,9856.442577,4.085257549
US,33.97308618,-99.7767797,47,4,0,66,6060.606061,5.714285714
US,29.52704478,-95.77219463,38086,392,0,35932,4475.118518,1.079176302
US,33.17653242,-95.21917243,559,12,0,429,4111.888112,2.721088435
US,31.70422788,-96.15072516,1164,24,0,910,4737.02896,2.569593148
US,28.86751206,-99.10804207,1702,12,0,1791,8879.14902,0.665557404
US,32.74055318,-102.6353295,456,29,0,1205,5741.67132,2.350081037
US,29.40167322,-94.90469073,19910,220,0,21505,6349.758432,1.012658228
US,33.17969345,-101.2984114,458,17,0,250,4286.402312,6.367041199
US,30.31824095,-98.94676915,1618,22,0,1404,5283.82985,1.542776999
US,31.86942909,-101.5207776,82,1,0,90,6458.481192,1.098901099
US,28.65696592,-97.42760647,366,8,0,274,3682.423609,2.836879433
US,29.45634206,-97.49424032,1666,25,0,1615,7870.614772,1.524390244
US,35.40081878,-100.8129222,2316,33,0,1657,7721.831308,1.952662722
US,33.62744998,-96.67753461,7826,178,0,6461,4874.01991,2.681126676
US,32.47940482,-94.81591935,5036,172,0,6751,5585.541974,2.48447205
US,30.54579585,-95.98902499,2456,44,0,1763,6256.925208,2.434975097
US,29.58165339,-97.94786822,7492,107,0,6867,4179.877373,1.534270146
US,34.07044901,-101.8268114,1598,126,0,5026,15422.37921,2.445652174
US,34.5307555,-100.6813852,388,9,0,226,7928.475034,3.829787234
US,31.70470573,-98.11083887,526,16,0,477,5826.734429,3.245436105
US,36.27743284,-101.3545796,809,13,0,604,11428.04223,2.106969206
US,34.28944521,-99.74632408,249,8,0,249,6534.452072,3.112840467
US,30.33364686,-94.38931817,2684,50,0,3380,5954.654352,1.457725948
US,29.85864939,-95.39339521,306622,3417,0,236240,5084.669527,1.425787688
US,32.54935988,-94.36934071,3069,63,0,2488,3833.035325,2.469619757
US,35.84008013,-102.6029022,482,0,0,317,5685.07891,0
US,33.17823584,-99.73037358,314,11,0,304,5567.338282,3.492063492
US,30.05669873,-98.02944344,12360,126,0,11748,5158.325043,1.061141991
US,35.83764858,-100.2703577,462,1,0,352,9243.257397,0.283286119
US,32.21128872,-95.85846587,2474,77,0,3598,4441.785416,2.095238095
US,26.39418217,-98.18299696,60022,2201,0,49461,5946.999391,4.260384809
US,31.99045053,-97.13423143,2979,34,0,2195,6082.021338,1.52534769
US,33.60771256,-102.3431676,2858,79,0,1827,8279.397072,4.144805876
US,32.42990927,-97.83242024,3824,72,0,3887,6422.464838,1.818641071
US,33.14875072,-95.56351139,1940,70,0,2191,6096.969043,3.095975232
US,31.31925973,-95.42226208,1163,24,0,1108,4928.596308,2.120141343
US,32.30621324,-101.4356444,3290,67,0,3860,10710.77897,1.706137
US,31.45628381,-105.388178,600,8,0,440,9169.054441,1.785714286
US,33.12351514,-96.08551032,3269,84,0,3582,3718.279003,2.291325696
US,35.84006574,-101.3546643,2222,49,0,1144,5697.774382,4.10729254
US,31.30375559,-100.982439,67,0,0,71,4622.395833,0
US,33.23377248,-98.17283469,416,9,0,414,4734.191382,2.127659574
US,28.95472367,-96.57749563,1147,20,0,1086,7493.224932,1.808318264
US,30.74685667,-94.02667579,1836,44,0,1458,4227.532438,2.92942743
US,30.71490589,-104.1399973,96,1,0,107,4749.340369,0.925925926
US,29.8832777,-94.16434171,13277,221,0,13509,5457.833959,1.609613984
US,27.04453923,-98.6968187,410,11,0,320,6365.384615,3.32326284
US,27.73103938,-98.0904705,3235,65,0,2785,7040.166,2.280701754
US,32.37877812,-97.36615819,11290,162,0,10973,6333.289727,1.454872025
US,32.73997145,-99.87861576,2660,30,0,2313,11666.58368,1.280409731
US,28.90705334,-97.85960149,1310,21,0,1254,8172.553041,1.647058824
US,32.5991417,-96.28734728,9168,122,0,9184,6834.907531,1.310982162
US,29.94414155,-98.7113588,1808,33,0,1414,3050.747401,2.280580511
US,26.92601662,-97.66413984,22,2,0,19,5198.019802,9.523809524
US,33.18104136,-100.7780939,57,1,0,56,7480.314961,1.754385965
US,30.06040006,-99.34930144,2460,36,0,2344,4524.714829,1.512605042
US,30.48678918,-99.74856473,188,6,0,199,4726.769656,2.926829268
US,33.61643847,-100.2558057,15,0,0,6,2205.882353,0
US,29.34967888,-100.4186638,197,3,0,141,3926.915735,2.083333333
US,27.42435506,-97.69894948,1912,60,0,1665,5622.555411,3.47826087
US,33.60519951,-99.7422906,156,12,0,148,4366.812227,7.5
US,28.34453111,-99.09908775,835,14,0,653,8869.680851,2.098950525
US,33.66981763,-95.57404777,1845,99,0,3868,7956.437153,2.495588606
US,34.06859623,-102.3516289,2241,68,0,1590,12859.69131,4.1013269
US,31.19531316,-98.24206613,1104,15,0,737,3509.426918,1.994680851
US,29.38508402,-96.93186692,1664,53,0,1638,8390.393966,3.134240095
US,30.31120597,-96.97045773,1029,28,0,949,5667.382099,2.86591607
US,31.29872538,-95.9936328,1132,24,0,751,4452.999311,3.096774194
US,30.15152688,-94.81205615,4283,93,0,4163,4824.357565,2.185150376
US,31.5454767,-96.58095444,1469,28,0,1255,5474.250117,2.182385035
US,36.27783108,-100.2733151,278,7,0,220,7021.342406,3.083700441
US,28.35101362,-98.1246786,816,13,0,839,6979.601868,1.525821596
US,30.70645047,-98.68475262,836,12,0,654,3055.746731,1.801801802
US,31.84947612,-103.5818571,1,0,0,1,591.7159763,0
US,33.61008596,-101.8204789,35236,571,0,41563,13566.71142,1.355200076
US,33.17657705,-101.8162849,502,13,0,504,8687.615527,2.51450677
US,30.96694679,-95.93003775,1380,16,0,1106,7854.942593,1.426024955
US,32.79868409,-94.3566123,343,17,0,244,2648.670591,6.513409962
US,32.30600051,-101.9513518,493,15,0,522,9305.146422,2.793296089
US,30.71780434,-99.22629416,227,2,0,262,6176.883482,0.757575758
US,28.81955746,-96.01230294,1965,64,0,1853,5231.558551,3.338549817
US,28.7429195,-100.3157686,5578,192,0,6245,10961.8201,2.982755942
US,31.1925468,-99.34682807,425,12,0,436,5611.222445,2.678571429
US,31.55255453,-97.20217694,15197,284,0,18742,7413.988614,1.492694208
US,28.35251708,-98.56769164,69,1,0,63,8613.728129,1.5625
US,29.3557301,-99.11030298,2674,55,0,2694,5329.171836,2.000727537
US,30.88990665,-99.8204794,160,4,0,166,7951.356408,2.352941176
US,31.86904128,-102.0315682,13279,185,0,11321,6506.740861,1.60785677
US,30.7858183,-96.97718698,1054,12,0,1457,5917.898723,0.816882233
US,31.49557106,-98.59272068,391,12,0,266,5704.904576,4.316546763
US,32.30623474,-100.9212058,1048,14,0,482,5804.564073,2.822580645
US,33.67521893,-97.72500958,1483,38,0,1388,7195.478858,2.664796634
US,30.30079133,-95.50572772,27279,264,0,26386,4387.618519,0.990619137
US,35.83769242,-101.8930281,2635,50,0,2019,9880.61127,2.41662639
US,33.11304005,-94.73255695,644,11,0,487,4020.019374,2.208835341
US,34.07408766,-100.779722,111,5,0,68,6083.333333,6.849315068
US,31.62017125,-94.61803994,3594,96,0,2933,4645.420526,3.169362826
US,32.04620681,-96.47428766,4351,59,0,3967,8033.843514,1.465474416
US,30.78548982,-93.74408813,317,18,0,374,2883.413019,4.591836735
US,32.30365282,-100.4060208,1133,29,0,1219,8481.718092,2.323717949
US,27.736286,-97.5433285,22259,548,0,29153,8198.038057,1.845055722
US,36.27829105,-100.8158184,1063,17,0,895,9272.061814,1.864035088
US,35.40425596,-102.6027606,206,2,0,147,7054.924242,1.342281879
US,30.11879481,-93.89412775,4003,73,0,5243,6374.406446,1.373212942
US,32.75310985,-98.31319001,1925,44,0,1822,6392.819213,2.357984995
US,32.1639596,-94.30552481,1270,41,0,978,4393.377598,4.023552502
US,32.77757172,-97.80500621,8796,99,0,8691,6152.101793,1.126279863
US,34.52993409,-102.7844668,1262,32,0,1049,11254.55492,2.960222017
US,30.78097267,-102.7241261,1035,23,0,1303,8380.206029,1.73453997
US,30.79472531,-94.8276624,2218,59,0,2121,4245.126867,2.706422018
US,35.40133773,-101.893964,15798,,0,14874,12929.35315,2.022264673
US,29.99954402,-104.2408079,534,16,0,,8934.9642,2.671118531
US,32.87109387,-95.79232691,271,18,0,514,4251.238613,3.383458647
US,34.96585996,-101.8971322,10302,174,0,13832,10170.4269,1.242324718
US,31.36607041,-101.5232659,275,7,0,314,8339.828527,2.180685358
US,29.83321503,-99.82018052,225,11,0,196,5996.523754,5.314009662
US,33.61886692,-95.04841765,492,26,0,424,3742.82625,5.777777778
US,31.32323325,-103.6903896,1156,29,0,1440,9195.042564,1.974132063
US,28.3238976,-97.15766311,499,17,0,440,6577.432355,3.719912473
US,35.83809685,-100.813175,58,1,0,45,5386.416862,2.173913043
US,31.02539637,-96.51272246,1418,19,0,901,5388.309711,2.065217391
US,32.89779518,-96.40771592,7025,54,0,6216,5976.266501,0.861244019
US,31.8314342,-99.97616148,919,17,0,904,8973.109899,1.845819761
US,32.10773545,-94.76176432,2867,52,0,2526,4738.447965,2.017067494
US,31.34318809,-93.85440451,409,18,0,373,3708.973629,4.603580563
US,31.39457611,-94.17000399,345,24,0,449,5742.381935,5.073995772
US,30.57933681,-95.16260304,1023,19,0,414,1500.398489,4.387990762
US,28.00880118,-97.51763891,2808,97,0,2975,4603.626555,3.157552083
US,31.1577796,-98.81758731,414,14,0,412,7035.507845,3.286384977
US,30.89740592,-100.5384842,165,6,0,212,7805.227354,2.752293578
US,32.74613808,-100.9162664,1733,31,0,1946,11836.19709,1.568032372
US,32.73587756,-99.35401337,143,1,0,151,4655.436447,0.657894737
US,31.79211404,-94.14550696,1151,40,0,1028,4225.686476,3.745318352
US,36.27751473,-101.8933156,222,6,0,108,3772.336201,5.263157895
US,32.37474036,-95.2717568,8574,267,0,12576,5517.913994,2.078953516
US,32.22236802,-97.77403489,746,6,0,731,8074.057844,0.814111262
US,26.56150059,-98.73892358,6692,203,0,6057,9685.454799,3.242811502
US,32.73553157,-98.83631615,634,15,0,548,6011.103993,2.664298401
US,31.82781912,-101.0500746,90,1,0,97,7591.014717,1.020408163
US,33.17906744,-100.2538401,87,3,0,85,6518.518519,3.409090909
US,30.49856623,-100.5382014,349,6,0,392,10540.25424,1.507537688
US,34.53028891,-101.7349174,779,13,0,620,8557.52332,2.05371248
US,32.77143818,-97.29101614,157031,1552,0,151813,7294.359374,1.01196492
US,32.30163422,-99.89007449,9495,197,0,10989,8103.800513,1.761129984
US,30.22429013,-102.0766732,51,1,0,57,7474.226804,1.724137931
US,33.17402785,-102.3354521,534,40,0,1311,10950.79841,2.9607698
US,33.17751417,-99.21226795,52,3,0,51,3597.601599,5.555555556
US,33.21339719,-94.96797273,2823,45,0,2499,7767.938931,1.768867925
US,31.40464436,-100.462443,8886,193,0,12744,10842.28188,1.39275766
US,30.33432034,-97.7853562,56946,549,0,50046,3971.493476,1.085087459
US,31.0879489,-95.1367187,564,9,0,342,2395.740905,2.564102564
US,30.77031716,-94.37690895,869,11,0,775,3626.799557,1.399491094
US,,,13550,0,0,0,,
US,32.73706798,-94.93999853,2158,31,0,1835,4469.139942,1.66130761
US,31.36868194,-102.0423217,220,7,0,252,7082.307903,2.702702703
US,29.35739637,-99.76229172,2006,42,0,1858,7105.194271,2.210526316
US,29.89149232,-101.1525205,3817,153,0,4543,9578.786334,3.258091993
US,32.56483801,-95.83766469,1874,63,0,2408,4366.495847,2.549575071
US,28.79780988,-96.96813006,6415,122,0,5759,6386.560097,2.07447713
US,30.73872995,-95.57440968,7046,86,0,6025,8374.559757,1.407298315
US,30.01058447,-95.99011759,2001,22,0,2036,3725.156572,1.068999028
US,31.50999644,-103.0927909,678,9,0,743,6267.711285,1.196808511
US,30.21498498,-96.40946246,2108,60,0,1453,4216.598852,3.965631196
US,27.7610369,-99.33237355,28239,451,0,26516,9747.625175,1.672414432
US,29.27765923,-96.22319248,2458,74,0,2368,5876.407739,3.03030303
US,35.40114335,-100.2699514,468,7,0,362,7298.259494,1.89701897
US,33.98842886,-98.7041034,8273,218,0,10829,8354.382515,1.97338644
US,34.07945812,-99.24178437,1434,31,0,1349,10807.42423,2.246376812
US,26.47411727,-97.61535848,1976,63,0,1661,8071.916846,3.654292343
US,30.64655664,-97.6004854,22315,213,0,22671,3875.025188,0.930781332
US,29.1732598,-98.08693082,2346,36,0,2101,4184.452712,1.684604586
US,31.85008651,-103.0485163,538,15,0,531,6816.479401,2.747252747
US,33.21570665,-97.65460265,4450,72,0,4281,6219.993141,1.654031702
US,32.78722382,-95.38236368,1354,68,0,1992,4523.59516,3.300970874
US,33.17320212,-102.8276433,232,20,0,759,8940.663377,2.567394095
US,33.17659707,-98.68790885,1410,30,0,1395,7912.270961,2.105263158
US,27.00156391,-99.16987152,1262,10,0,1014,7221.947951,0.9765625
US,28.86617238,-99.76050829,996,25,0,851,7398.648649,2.853881279
US,41.52106798,-113.0832816,14858,46,0,14812,7953.195088,0.309597523
US,39.37231946,-111.5758676,5980,33,0,5947,7296.77624,0.551839465
US,40.99001837,-112.1139997,25023,86,0,24937,7039.194781,0.343683811
US,40.66616532,-111.9216011,107386,553,0,106833,9253.927615,0.514964707
US,37.62762978,-109.8033714,1406,32,0,1374,9184.740005,2.275960171
US,38.99617072,-110.7013958,2045,12,0,2033,5083.397549,0.586797066
US,37.85447192,-111.4418764,19024,137,0,18887,7547.948358,0.720142977
US,40.86688146,-110.9535882,3214,5,0,3209,7626.052913,0.155569384
US,40.44862644,-113.1295715,4542,13,0,4529,6285.722194,0.286217525
US,40.12491499,-109.5174415,2466,17,0,2449,4355.197626,0.689375507
US,,,0,0,0,0,,
US,40.1166722,-111.6657662,67250,215,0,67035,10569.99379,0.319702602
US,40.33110236,-111.1691419,3196,15,0,3181,9374.908334,0.469336671
US,41.27116049,-111.9145117,20222,105,0,20117,7425.359022,0.519236475
US,44.03217337,-73.14130877,269,4,0,265,731.435408,1.486988848
US,43.03519828,-73.09048868,501,3,0,498,1412.461235,0.598802395
US,44.46548598,-72.10314651,248,3,0,245,826.8596006,1.209677419
US,44.46322849,-73.08359212,2658,69,0,2589,1622.968237,2.595936795
US,44.72736416,-71.73579864,80,0,0,80,1298.069122,0
US,44.85627605,-72.91249563,542,25,0,517,1097.121574,4.612546125
US,44.7975824,-73.29679772,61,0,0,61,843.1237042,0
US,44.60353043,-72.64356694,230,1,0,229,906.8685435,0.434782609
US,44.00470222,-72.37640104,312,1,0,311,1079.883705,0.320512821
US,44.82964024,-72.24562697,293,5,0,288,1083.700115,1.706484642
US,43.57723578,-73.03741676,451,8,0,443,775.03394,1.77383592
US,,,9,0,0,9,,0
US,44.27343241,-72.61604978,884,9,0,875,1513.465391,1.018099548
US,42.986982,-72.71268875,470,5,0,465,1113.163753,1.063829787
US,43.58010937,-72.58595157,404,3,0,401,733.7183539,0.742574257
US,18.3358,-64.8963,2036,23,0,2013,1898.049745,1.129666012
US,37.76707161,-75.63234615,1709,27,0,1682,5288.40203,1.57987127
US,38.02080697,-78.55481085,2837,31,0,2806,2594.896186,1.09270356
US,38.814003,-77.08183073,7366,88,0,7278,4620.267456,1.194678251
US,37.78636074,-80.00222498,783,22,0,761,5269.179004,2.809706258
US,37.34081025,-77.98584649,359,7,0,352,2731.076455,1.949860724
US,37.60308293,-79.14548696,1472,10,0,1462,4657.490903,0.679347826
US,37.37569884,-78.81340003,732,7,0,725,4600.590786,0.956284153
US,38.8767675,-77.10139853,8993,180,0,8813,3797.046132,2.001556766
US,38.16404586,-79.12461614,3365,29,0,3336,4453.532386,0.861812779
US,38.05852573,-79.73912095,168,0,0,168,4051.121293,0
US,37.3080028,-79.5281964,3149,31,0,3118,3986.227325,0.984439505
US,37.13128068,-81.13599391,482,6,0,476,7675.159236,1.244813278
US,37.55531756,-79.80982182,1316,18,0,1298,3937.879649,1.367781155
US,36.6163024,-82.16359122,938,8,0,930,5595.990932,0.852878465
US,36.76366949,-77.8593436,650,7,0,643,4004.682398,1.076923077
US,37.26818323,-82.03749726,871,23,0,848,4146.829175,2.640642939
US,37.57242268,-78.52518834,1423,12,0,1411,8298.34383,0.843288826
US,37.73484642,-79.35296097,514,4,0,510,7934.5477,0.778210117
US,37.20553386,-79.09678609,2113,19,0,2094,3849.867906,0.899195457
US,38.02679129,-77.34901405,1062,9,0,1053,3456.468674,0.847457627
US,36.73066666,-80.73455942,1502,36,0,1466,5041.791145,2.396804261
US,37.35358063,-77.05634116,195,8,0,187,2800.517019,4.102564103
US,37.01909701,-78.66314092,380,6,0,374,3198.653199,1.578947368
US,38.03527919,-78.48569588,2222,34,0,2188,4701.053611,1.530153015
US,36.67670048,-76.30545744,9426,101,0,9325,3849.939755,1.07150435
US,37.37373208,-77.5868014,13215,171,0,13044,3745.727065,1.293984109
US,39.11271747,-77.99199425,393,5,0,388,2688.282372,1.272264631
US,37.26420587,-77.39609676,625,28,0,597,3598.157743,4.48
US,37.7824656,-79.98631446,385,4,0,381,6951.96822,1.038961039
